time_best,objective_type,objective,obj_bound,obj_gap,nonzeros,num_solutions,status,contiguity,sparsity,num_callbacks,num_lazy_cuts,bnb_nodes,roots,deviation,contiguity_distance,k,distance_metric
1134.9100000858307,euclidean_moi,7963865.849240645,7963865.849240645,0.0,1188,1,Optimal,cut,97.19626168224299,110,926,6212588.0,"[56, 26, 40, 27]",50,N/A,4,N/A
3600.356999874115,cut_edges,,31.00001074243378,,8736,0,Time Limit,cut,99.84318337743801,64,765,1201181.0,"[56, 26, 40, 27]",50,N/A,4,N/A
