time_best,objective_type,objective,obj_bound,obj_gap,nonzeros,num_solutions,status,contiguity,sparsity,num_callbacks,num_lazy_cuts,bnb_nodes,roots,deviation,contiguity_distance,k,distance_metric
0.5390000343322754,euclidean_moi,9266904.94300568,9266904.94300568,0.0,30320,1,Optimal,,99.88250947364244,0,0,955.0,"[2048, 1015, 1551, 1956]",50,N/A,4,euclidean_M
3600.723999977112,cut_edges,129.0,14.0,0.8914728682170543,232484,1,Time Limit,,99.99410993114415,0,0,1788.0,"[2048, 1015, 1551, 1956]",50,N/A,4,euclidean_M
2.434000015258789,euclidean_moi,9272880.437640298,9272880.437640294,4.0174035711064353e-16,50600,1,Optimal,tree,99.96067352296592,0,0,226.0,"[2048, 1015, 1551, 1956]",50,euclidean_M,4,euclidean_M
852.5599999427795,cut_edges,113.0,113.0,0.0,252764,1,Optimal,tree,99.99449620801265,0,0,520.0,"[2048, 1015, 1551, 1956]",50,euclidean_M,4,euclidean_M
2.392000198364258,euclidean_moi,9272880.437640298,9272880.437640294,4.0174035711064353e-16,50600,1,Optimal,dist,99.96067352296592,0,0,226.0,"[2048, 1015, 1551, 1956]",50,euclidean_M,4,euclidean_M
844.4909999370575,cut_edges,113.0,113.0,0.0,252764,1,Optimal,dist,99.99449620801265,0,0,520.0,"[2048, 1015, 1551, 1956]",50,euclidean_M,4,euclidean_M
1.25,euclidean_moi,9267711.090386406,9267711.090386398,8.03928879985531e-16,64244,1,Optimal,dag,99.95006936382258,0,0,5391.0,"[2048, 1015, 1551, 1956]",50,euclidean_M,4,euclidean_M
3601.191999912262,cut_edges,,24.0,,266408,0,Time Limit,dag,99.99419911769174,0,0,280.0,"[2048, 1015, 1551, 1956]",50,euclidean_M,4,euclidean_M
