time_best,objective_type,objective,obj_bound,obj_gap,nonzeros,num_solutions,status,contiguity,sparsity,num_callbacks,num_lazy_cuts,bnb_nodes,roots,grid,deviation
0.07399988174438477,,0.0,0.0,0.0,712,1077,Optimal,tree,97.31280193236715,0,0,3151.0,"[0, 5, 30, 35]",6x6,0
15.755000114440918,,0.0,0.0,0.0,802,55654,Optimal,dist,96.97312801932367,0,0,196928.0,"[0, 5, 30, 35]",6x6,0
113.5699999332428,,0.0,0.0,0.0,912,152746,Optimal,dag,96.55797101449275,0,0,497243.0,"[0, 5, 30, 35]",6x6,0
3511.8280000686646,,0.0,0.0,0.0,432,452196,Optimal,cut,93.18181818181819,453671,2489,3176978.0,"[0, 5, 30, 35]",6x6,0
1.5980000495910645,,0.0,0.0,0.0,712,19602,Optimal,tree,97.31280193236715,0,0,43334.0,"[0, 5, 30, 35]",6x6,1
3671.3010001182556,,0.0,0.0,0.0,802,750475,Time Limit,dist,96.97312801932367,0,0,1727579.0,"[0, 5, 30, 35]",6x6,1
3689.7900002002716,,0.0,0.0,0.0,912,745408,Time Limit,dag,96.55797101449275,0,0,1851841.0,"[0, 5, 30, 35]",6x6,1
3618.9830000400543,,0.0,0.0,0.0,432,632164,Time Limit,cut,93.18181818181819,633432,2295,2321668.0,"[0, 5, 30, 35]",6x6,1
33.419999837875366,,0.0,0.0,0.0,712,89499,Optimal,tree,97.31280193236715,0,0,209969.0,"[0, 5, 30, 35]",6x6,2
3749.646999835968,,0.0,0.0,0.0,802,759662,Time Limit,dist,96.97312801932367,0,0,1656836.0,"[0, 5, 30, 35]",6x6,2
3636.9030001163483,,0.0,0.0,0.0,912,749522,Time Limit,dag,96.55797101449275,0,0,1672063.0,"[0, 5, 30, 35]",6x6,2
3660.1259999275208,,0.0,0.0,0.0,432,641874,Time Limit,cut,93.18181818181819,643352,2603,1849063.0,"[0, 5, 30, 35]",6x6,2
